Clusters,Iteration,Dimensions,Gamma,Points,Loss,Scale
30,-1,6,1,774,0.036916733,6
30,-1,6,10,774,0.033827305,6
30,-1,6,100,774,-0.0011119843,6
30,-1,6,1,2154,0.04548168,6
30,-1,6,10,2154,-0.00061511993,6
30,-1,6,100,2154,0.00020360947,6
30,-1,6,1,5994,0.07523632,6
30,-1,6,10,5994,-0.0023126602,6
30,-1,6,100,5994,-0.0002155304,6
30,-1,6,1,16681,0.049015045,6
30,-1,6,10,16681,0.000113487244,6
30,-1,6,100,16681,2.861023e-06,6
30,-1,6,1,46415,0.1117754,6
30,-1,6,10,46415,0.01894474,6
30,-1,6,100,46415,0.0061502457,6
30,-1,6,1,129154,0.10028458,6
30,-1,6,10,129154,-0.00032806396,6
30,-1,6,100,129154,6.771088e-05,6
30,-1,6,1,359381,0.0725708,6
30,-1,6,10,359381,0.0008029938,6
30,-1,6,100,359381,-7.6293945e-06,6
30,-1,6,1,1000000,0.048431396,6
30,-1,6,10,1000000,-0.004547119,6
30,-1,6,100,1000000,-0.00019359589,6
30,-1,6,1,100,-0.11896229,7
30,-1,6,10,100,-9.536743e-07,7
30,-1,6,100,100,-4.7683716e-07,7
30,-1,6,1,278,0.01330471,7
30,-1,6,10,278,-0.00039815903,7
30,-1,6,100,278,-1.4305115e-06,7
30,-1,6,1,774,0.017847061,7
30,-1,6,10,774,-0.02192974,7
30,-1,6,100,774,4.7683716e-07,7
30,-1,6,1,2154,0.014248848,7
30,-1,6,10,2154,0.0010604858,7
30,-1,6,100,2154,-0.00021743774,7
30,-1,6,1,5994,0.014591217,7
30,-1,6,10,5994,0.0019435883,7
30,-1,6,100,5994,0.00018596649,7
30,-1,6,1,16681,0.037124634,7
30,-1,6,10,16681,-1.5258789e-05,7
30,-1,6,100,16681,2.670288e-05,7
30,-1,6,1,46415,0.00952816,7
30,-1,6,10,46415,-4.386902e-05,7
30,-1,6,100,46415,-1.335144e-05,7
30,-1,6,1,129154,0.0020284653,7
30,-1,6,10,129154,-0.00023651123,7
30,-1,6,100,129154,-3.8146973e-06,7
30,-1,6,1,359381,0.042049408,7
30,-1,6,10,359381,-0.00080394745,7
30,-1,6,100,359381,9.536743e-07,7
30,-1,6,1,1000000,0.07988453,7
30,-1,6,10,1000000,1.335144e-05,7
30,-1,6,100,1000000,-8.583069e-06,7
30,-1,6,1,100,-0.03170538,8
30,-1,6,10,100,-4.7683716e-07,8
30,-1,6,100,100,-9.536743e-07,8
30,-1,6,1,278,-0.1160264,8
30,-1,6,10,278,-0.0034241676,8
30,-1,6,100,278,9.536743e-07,8
30,-1,6,1,774,0.00068855286,8
30,-1,6,10,774,-0.003211975,8
30,-1,6,100,774,-0.00039863586,8
30,-1,6,1,2154,0.05852413,8
30,-1,6,10,2154,-0.0006465912,8
30,-1,6,100,2154,-0.00014781952,8
30,-1,6,1,5994,0.016838074,8
30,-1,6,10,5994,-0.0007009506,8
30,-1,6,100,5994,0.00013542175,8
30,-1,6,1,16681,-0.12928677,8
30,-1,6,10,16681,-0.0067281723,8
30,-1,6,100,16681,1.6212463e-05,8
30,-1,6,1,46415,-0.020702362,8
30,-1,6,10,46415,1.335144e-05,8
30,-1,6,100,46415,3.8146973e-06,8
30,-1,6,1,129154,-0.02915287,8
30,-1,6,10,129154,-3.8146973e-06,8
30,-1,6,100,129154,4.7683716e-06,8
30,-1,6,1,359381,0.07917309,8
30,-1,6,10,359381,7.6293945e-06,8
30,-1,6,100,359381,-3.8146973e-06,8
30,-1,6,1,1000000,-0.016030312,8
30,-1,6,10,1000000,-1.335144e-05,8
30,-1,6,100,1000000,-1.04904175e-05,8
30,-1,6,1,100,-0.12016535,9
30,-1,6,10,100,4.7683716e-07,9
30,-1,6,100,100,4.7683716e-07,9
30,-1,6,1,278,0.017041683,9
30,-1,6,10,278,0.03829956,9
30,-1,6,100,278,-9.536743e-07,9
30,-1,6,1,774,0.06496048,9
30,-1,6,10,774,0.027401924,9
30,-1,6,100,774,-0.00069475174,9
30,-1,6,1,2154,-0.022071838,9
30,-1,6,10,2154,0.0013561249,9
30,-1,6,100,2154,0.010752678,9
30,-1,6,1,5994,9.1552734e-05,9
30,-1,6,10,5994,-4.005432e-05,9
30,-1,6,100,5994,4.863739e-05,9
30,-1,6,1,16681,0.032596588,9
30,-1,6,10,16681,-0.0010309219,9
30,-1,6,100,16681,0.0004196167,9
30,-1,6,1,46415,0.0065145493,9
30,-1,6,10,46415,-0.0011854172,9
30,-1,6,100,46415,-0.00014972687,9
30,-1,6,1,129154,0.0140686035,9
30,-1,6,10,129154,3.9100647e-05,9
30,-1,6,100,129154,7.6293945e-06,9
30,-1,6,1,359381,0.008836746,9
30,-1,6,10,359381,0.00018024445,9
30,-1,6,100,359381,0.0004234314,9
30,-1,6,1,1000000,-0.03253174,9
30,-1,6,10,1000000,-2.0980835e-05,9
30,-1,6,100,1000000,2.861023e-06,9
30,-1,6,1,100,-0.08211613,10
30,-1,6,10,100,-4.7683716e-07,10
30,-1,6,100,100,-9.536743e-07,10
30,-1,6,1,278,-0.1898942,10
30,-1,6,10,278,0.067825794,10
30,-1,6,100,278,-4.7683716e-07,10
30,-1,6,1,774,-0.039155006,10
30,-1,6,10,774,0.0068244934,10
30,-1,6,100,774,0.008351326,10
30,-1,6,1,2154,-0.003293991,10
30,-1,6,10,2154,-0.00024795532,10
30,-1,6,100,2154,8.2969666e-05,10
30,-1,6,1,5994,-0.054908752,10
30,-1,6,10,5994,0.0002412796,10
30,-1,6,100,5994,5.722046e-06,10
30,-1,6,1,16681,0.00947094,10
30,-1,6,10,16681,9.536743e-06,10
30,-1,6,100,16681,5.722046e-06,10
30,-1,6,1,46415,0.0048532486,10
30,-1,6,10,46415,-5.4359436e-05,10
30,-1,6,100,46415,-1.4305115e-05,10
30,-1,6,1,129154,0.01126194,10
30,-1,6,10,129154,-9.727478e-05,10
30,-1,6,100,129154,8.392334e-05,10
30,-1,6,1,359381,0.010887146,10
30,-1,6,10,359381,7.6293945e-06,10
30,-1,6,100,359381,7.6293945e-06,10
30,-1,6,1,1000000,0.009732246,10
30,-1,6,10,1000000,3.8146973e-06,10
30,-1,6,100,1000000,1.9073486e-06,10
30,-1,7,1,100,2.397943,1
30,-1,7,10,100,0.33525574,1
30,-1,7,100,100,-0.011988282,1
30,-1,7,1,278,2.0429492,1
30,-1,7,10,278,0.47122908,1
30,-1,7,100,278,0.022352219,1
30,-1,7,1,774,1.9863663,1
30,-1,7,10,774,0.7739873,1
30,-1,7,100,774,-0.0016174316,1
30,-1,7,1,2154,2.0704727,1
30,-1,7,10,2154,0.90793085,1
30,-1,7,100,2154,-0.074029446,1
30,-1,7,1,5994,1.9375944,1
30,-1,7,10,5994,1.0449886,1
30,-1,7,100,5994,-0.020774841,1
30,-1,7,1,16681,1.9040155,1
30,-1,7,10,16681,1.3298597,1
30,-1,7,100,16681,0.003806591,1
30,-1,7,1,46415,1.8587546,1
30,-1,7,10,46415,1.237042,1
30,-1,7,100,46415,-0.02314806,1
30,-1,7,1,129154,2.020074,1
30,-1,7,10,129154,1.4387245,1
30,-1,7,100,129154,0.008700371,1
30,-1,7,1,359381,1.9626217,1
30,-1,7,10,359381,1.6791058,1
30,-1,7,100,359381,0.0067005157,1
30,-1,7,1,1000000,1.9119349,1
30,-1,7,10,1000000,1.7129965,1
30,-1,7,100,1000000,0.008700371,1
30,-1,7,1,100,2.1221106,2
30,-1,7,10,100,-0.09757686,2
30,-1,7,100,100,-0.015199184,2
30,-1,7,1,278,1.7780762,2
30,-1,7,10,278,0.028820515,2
30,-1,7,100,278,-0.0016927719,2
30,-1,7,1,774,2.0911937,2
30,-1,7,10,774,0.017953396,2
30,-1,7,100,774,-0.001996994,2
30,-1,7,1,2154,1.8840427,2
30,-1,7,10,2154,-0.08632088,2
30,-1,7,100,2154,-0.09935236,2
30,-1,7,1,5994,1.9594865,2
30,-1,7,10,5994,-0.036075592,2
30,-1,7,100,5994,-0.025511265,2
30,-1,7,1,16681,1.9586182,2
30,-1,7,10,16681,0.008926868,2
30,-1,7,100,16681,-0.0001616478,2
30,-1,7,1,46415,2.1493626,2
30,-1,7,10,46415,-0.05018139,2
30,-1,7,100,46415,2.193451e-05,2
30,-1,7,1,129154,1.9065733,2
30,-1,7,10,129154,0.01241684,2
30,-1,7,100,129154,-2.3841858e-05,2
30,-1,7,1,359381,2.066226,2
30,-1,7,10,359381,0.05663395,2
30,-1,7,100,359381,6.1035156e-05,2
30,-1,7,1,1000000,1.9130392,2
30,-1,7,10,1000000,0.1379261,2
30,-1,7,100,1000000,0.0008010864,2
30,-1,7,1,100,0.3709762,3
30,-1,7,10,100,-0.24871945,3
30,-1,7,100,100,0.00639987,3
30,-1,7,1,278,0.8656459,3
30,-1,7,10,278,0.0011906624,3
30,-1,7,100,278,-0.035896778,3
30,-1,7,1,774,0.80072975,3
30,-1,7,10,774,0.042347908,3
30,-1,7,100,774,-0.00053977966,3
30,-1,7,1,2154,1.2756047,3
30,-1,7,10,2154,-0.08725166,3
30,-1,7,100,2154,-0.058505535,3
30,-1,7,1,5994,1.1428199,3
30,-1,7,10,5994,0.0028634071,3
30,-1,7,100,5994,-0.00018072128,3
30,-1,7,1,16681,1.415698,3
30,-1,7,10,16681,0.01928997,3
30,-1,7,100,16681,0.0031232834,3
30,-1,7,1,46415,1.8109465,3
30,-1,7,10,46415,0.0031194687,3
30,-1,7,100,46415,-8.583069e-06,3
30,-1,7,1,129154,1.6612968,3
30,-1,7,10,129154,0.0069236755,3
30,-1,7,100,129154,-4.1007996e-05,3
30,-1,7,1,359381,1.8999166,3
30,-1,7,10,359381,0.037909508,3
30,-1,7,100,359381,-1.1444092e-05,3
30,-1,7,1,1000000,1.8667116,3
30,-1,7,10,1000000,0.007130623,3
30,-1,7,100,1000000,-9.536743e-07,3
30,-1,7,1,100,-0.11510992,4
30,-1,7,10,100,-0.13309526,4
30,-1,7,100,100,-4.7683716e-07,4
30,-1,7,1,278,0.039797783,4
30,-1,7,10,278,-0.033690453,4
30,-1,7,100,278,-0.00074768066,4
30,-1,7,1,774,0.32484055,4
30,-1,7,10,774,0.039652824,4
30,-1,7,100,774,0.042295456,4
30,-1,7,1,2154,0.24434757,4
30,-1,7,10,2154,-0.0027952194,4
30,-1,7,100,2154,-0.0032019615,4
30,-1,7,1,5994,0.25454807,4
30,-1,7,10,5994,0.000102996826,4
30,-1,7,100,5994,-0.00030136108,4
30,-1,7,1,16681,0.29290104,4
30,-1,7,10,16681,0.0010662079,4
30,-1,7,100,16681,-3.33786e-05,4
30,-1,7,1,46415,0.53598785,4
30,-1,7,10,46415,0.0011043549,4
30,-1,7,100,46415,-2.193451e-05,4
30,-1,7,1,129154,0.46811867,4
30,-1,7,10,129154,0.11244011,4
30,-1,7,100,129154,-1.335144e-05,4
30,-1,7,1,359381,0.7449827,4
30,-1,7,10,359381,0.0064229965,4
30,-1,7,100,359381,-0.00072288513,4
30,-1,7,1,1000000,0.729619,4
30,-1,7,10,1000000,-0.0013370514,4
30,-1,7,100,1000000,-2.4795532e-05,4
30,-1,7,1,100,-0.17186975,5
30,-1,7,10,100,-0.0067391396,5
30,-1,7,100,100,-0.0067396164,5
30,-1,7,1,278,-0.024400711,5
30,-1,7,10,278,-0.03017664,5
30,-1,7,100,278,-0.004802704,5
30,-1,7,1,774,0.044799328,5
30,-1,7,10,774,-0.008055687,5
30,-1,7,100,774,-0.00044488907,5
30,-1,7,1,2154,0.025954247,5
30,-1,7,10,2154,-0.0018925667,5
30,-1,7,100,2154,0.00055265427,5
30,-1,7,1,5994,-0.00411129,5
30,-1,7,10,5994,0.0003643036,5
30,-1,7,100,5994,0.00024604797,5
30,-1,7,1,16681,0.001627922,5
30,-1,7,10,16681,-5.8174133e-05,5
30,-1,7,100,16681,-9.059906e-05,5
30,-1,7,1,46415,0.05309868,5
30,-1,7,10,46415,0.00017738342,5
30,-1,7,100,46415,-1.4305115e-05,5
30,-1,7,1,129154,0.33873844,5
30,-1,7,10,129154,0.00020313263,5
30,-1,7,100,129154,-2.861023e-06,5
30,-1,7,1,359381,0.25288296,5
30,-1,7,10,359381,0.00047779083,5
30,-1,7,100,359381,7.6293945e-06,5
30,-1,7,1,1000000,0.17370224,5
30,-1,7,10,1000000,0.0005683899,5
30,-1,7,100,1000000,-1.1444092e-05,5
30,-1,7,1,100,-0.34331512,6
30,-1,7,10,100,-0.1037488,6
30,-1,7,100,100,9.536743e-07,6
30,-1,7,1,278,0.07448578,6
30,-1,7,10,278,-0.0017361641,6
30,-1,7,100,278,-0.0009846687,6
30,-1,7,1,774,0.021335125,6
30,-1,7,10,774,-0.026113033,6
30,-1,7,100,774,9.536743e-07,6
30,-1,7,1,2154,0.03837681,6
30,-1,7,10,2154,-0.0019893646,6
30,-1,7,100,2154,-0.0012140274,6
30,-1,7,1,5994,-0.016784668,6
30,-1,7,10,5994,0.013952255,6
30,-1,7,100,5994,0.0071926117,6
30,-1,7,1,16681,0.026475906,6
30,-1,7,10,16681,-0.00021362305,6
30,-1,7,100,16681,-8.201599e-05,6
30,-1,7,1,46415,0.0769043,6
30,-1,7,10,46415,0.029373169,6
30,-1,7,100,46415,-4.4822693e-05,6
30,-1,7,1,129154,-0.029864311,6
30,-1,7,10,129154,0.106033325,6
30,-1,7,100,129154,-5.722046e-06,6
30,-1,7,1,359381,-0.1097126,6
30,-1,7,10,359381,-0.0012874603,6
30,-1,7,100,359381,-0.00014781952,6
30,-1,7,1,1000000,0.066329956,6
30,-1,7,10,1000000,0.00012493134,6
30,-1,7,100,1000000,1.9073486e-06,6
30,-1,7,1,100,-0.119820595,7
30,-1,7,10,100,-0.046876907,7
30,-1,7,100,100,-4.7683716e-07,7
30,-1,7,1,278,-0.0040655136,7
30,-1,7,10,278,-0.008035183,7
30,-1,7,100,278,-0.003520012,7
30,-1,7,1,774,0.024733543,7
30,-1,7,10,774,-0.0029945374,7
30,-1,7,100,774,-0.0002117157,7
30,-1,7,1,2154,0.015743256,7
30,-1,7,10,2154,-0.0011053085,7
30,-1,7,100,2154,-0.00036907196,7
30,-1,7,1,5994,0.059438705,7
30,-1,7,10,5994,-0.00047683716,7
30,-1,7,100,5994,-2.670288e-05,7
30,-1,7,1,16681,-0.08837986,7
30,-1,7,10,16681,-0.00051021576,7
30,-1,7,100,16681,-8.010864e-05,7
30,-1,7,1,46415,0.08906174,7
30,-1,7,10,46415,-0.009216309,7
30,-1,7,100,46415,-0.0028820038,7
30,-1,7,1,129154,-0.031975746,7
30,-1,7,10,129154,0.0019550323,7
30,-1,7,100,129154,-0.0036211014,7
30,-1,7,1,359381,0.014411926,7
30,-1,7,10,359381,-8.9645386e-05,7
30,-1,7,100,359381,-1.7166138e-05,7
30,-1,7,1,1000000,0.036569595,7
30,-1,7,10,1000000,9.059906e-05,7
30,-1,7,100,1000000,0.0,7
30,-1,7,1,100,0.0417552,8
30,-1,7,10,100,0.021355152,8
30,-1,7,100,100,4.7683716e-07,8
30,-1,7,1,278,-0.09866285,8
30,-1,7,10,278,-0.0029587746,8
30,-1,7,100,278,-0.0007972717,8
30,-1,7,1,774,0.005803108,8
30,-1,7,10,774,-0.0008530617,8
30,-1,7,100,774,-0.0008454323,8
30,-1,7,1,2154,0.0008716583,8
30,-1,7,10,2154,-0.010809898,8
30,-1,7,100,2154,-0.00019168854,8
30,-1,7,1,5994,0.057665825,8
30,-1,7,10,5994,0.0076169968,8
30,-1,7,100,5994,0.00049591064,8
30,-1,7,1,16681,0.14390469,8
30,-1,7,10,16681,-0.00014209747,8
30,-1,7,100,16681,-6.67572e-06,8
30,-1,7,1,46415,0.030121803,8
30,-1,7,10,46415,0.007855415,8
30,-1,7,100,46415,-0.0020503998,8
30,-1,7,1,129154,-0.024367332,8
30,-1,7,10,129154,-4.2915344e-05,8
30,-1,7,100,129154,-8.583069e-06,8
30,-1,7,1,359381,0.011497498,8
30,-1,7,10,359381,1.335144e-05,8
30,-1,7,100,359381,-4.7683716e-06,8
30,-1,7,1,1000000,0.015394211,8
30,-1,7,10,1000000,1.9073486e-05,8
30,-1,7,100,1000000,-9.536743e-07,8
30,-1,7,1,100,-0.020411968,9
30,-1,7,10,100,-0.00016021729,9
30,-1,7,100,100,-9.536743e-07,9
30,-1,7,1,278,-0.051921844,9
30,-1,7,10,278,-0.0059347153,9
30,-1,7,100,278,-0.0022773743,9
30,-1,7,1,774,-0.048041344,9
30,-1,7,10,774,-0.037983894,9
30,-1,7,100,774,-0.0028181076,9
30,-1,7,1,2154,-0.01494503,9
30,-1,7,10,2154,0.019417763,9
30,-1,7,100,2154,0.00058460236,9
30,-1,7,1,5994,-0.0058221817,9
30,-1,7,10,5994,-6.580353e-05,9
30,-1,7,100,5994,-2.193451e-05,9
30,-1,7,1,16681,0.058714867,9
30,-1,7,10,16681,0.005771637,9
30,-1,7,100,16681,-0.0023345947,9
30,-1,7,1,46415,0.0649271,9
30,-1,7,10,46415,-1.04904175e-05,9
30,-1,7,100,46415,-1.2397766e-05,9
30,-1,7,1,129154,0.079813,9
30,-1,7,10,129154,9.346008e-05,9
30,-1,7,100,129154,-9.536743e-07,9
30,-1,7,1,359381,-0.10357189,9
30,-1,7,10,359381,-3.71933e-05,9
30,-1,7,100,359381,4.7683716e-06,9
30,-1,7,1,1000000,-0.030258179,9
30,-1,7,10,1000000,3.8146973e-06,9
30,-1,7,100,1000000,-1.9073486e-06,9
30,-1,7,1,100,-0.040744305,10
30,-1,7,10,100,0.0,10
30,-1,7,100,100,0.0,10
30,-1,7,1,278,-0.12109375,10
30,-1,7,10,278,-4.7683716e-07,10
30,-1,7,100,278,0.0,10
30,-1,7,1,774,-0.0026960373,10
30,-1,7,10,774,-0.0053224564,10
30,-1,7,100,774,-4.9591064e-05,10
30,-1,7,1,2154,0.0025835037,10
30,-1,7,10,2154,-0.00064086914,10
30,-1,7,100,2154,-3.1471252e-05,10
30,-1,7,1,5994,-0.010594368,10
30,-1,7,10,5994,-0.0001335144,10
30,-1,7,100,5994,-5.722046e-06,10
30,-1,7,1,16681,-0.0016174316,10
30,-1,7,10,16681,8.773804e-05,10
30,-1,7,100,16681,0.00045585632,10
30,-1,7,1,46415,0.0033426285,10
30,-1,7,10,46415,0.00024223328,10
30,-1,7,100,46415,-0.00011062622,10
30,-1,7,1,129154,0.08238506,10
30,-1,7,10,129154,0.0,10
30,-1,7,100,129154,0.0,10
30,-1,7,1,359381,0.011562347,10
30,-1,7,10,359381,-0.00018501282,10
30,-1,7,100,359381,0.0,10
30,-1,7,1,1000000,-0.003660202,10
30,-1,7,10,1000000,-0.00044822693,10
30,-1,7,100,1000000,0.00014019012,10
30,-1,8,1,100,2.2046804,1
30,-1,8,10,100,0.07264912,1
30,-1,8,100,100,-0.032238007,1
30,-1,8,1,278,1.9046409,1
30,-1,8,10,278,0.19436693,1
30,-1,8,100,278,-0.01218152,1
30,-1,8,1,774,1.9362292,1
30,-1,8,10,774,0.47138548,1
30,-1,8,100,774,-0.0026438236,1
30,-1,8,1,2154,1.7305756,1
30,-1,8,10,2154,0.80328894,1
30,-1,8,100,2154,0.0019812584,1
30,-1,8,1,5994,1.8291388,1
30,-1,8,10,5994,1.2924991,1
30,-1,8,100,5994,0.0037631989,1
30,-1,8,1,16681,1.9425387,1
30,-1,8,10,16681,1.1062946,1
30,-1,8,100,16681,0.0035300255,1
30,-1,8,1,46415,1.9255514,1
30,-1,8,10,46415,1.4276037,1
30,-1,8,100,46415,-0.011701584,1
30,-1,8,1,129154,1.7998028,1
30,-1,8,10,129154,1.284728,1
30,-1,8,100,129154,0.006193161,1
30,-1,8,1,359381,2.0129366,1
30,-1,8,10,359381,1.5661898,1
30,-1,8,100,359381,0.112306595,1
30,-1,8,1,1000000,1.9369192,1
30,-1,8,10,1000000,1.6792097,1
30,-1,8,100,1000000,0.0023345947,1
30,-1,8,1,100,1.9066029,2
30,-1,8,10,100,-0.13741255,2
30,-1,8,100,100,-0.20989227,2
30,-1,8,1,278,2.0879576,2
30,-1,8,10,278,-0.009654999,2
30,-1,8,100,278,-0.0546031,2
30,-1,8,1,774,1.8366933,2
30,-1,8,10,774,0.023254871,2
30,-1,8,100,774,0.011361599,2
30,-1,8,1,2154,1.7816205,2
30,-1,8,10,2154,-0.007235527,2
30,-1,8,100,2154,0.007432461,2
30,-1,8,1,5994,2.0886054,2
30,-1,8,10,5994,0.004650116,2
30,-1,8,100,5994,-0.00037813187,2
30,-1,8,1,16681,1.8588471,2
30,-1,8,10,16681,-0.0009589195,2
30,-1,8,100,16681,-0.0068769455,2
30,-1,8,1,46415,1.725626,2
30,-1,8,10,46415,-0.030786514,2
30,-1,8,100,46415,2.002716e-05,2
30,-1,8,1,129154,2.0349874,2
30,-1,8,10,129154,0.020767212,2
30,-1,8,100,129154,7.6293945e-06,2
30,-1,8,1,359381,1.8855343,2
30,-1,8,10,359381,-0.06127739,2
30,-1,8,100,359381,1.5258789e-05,2
30,-1,8,1,1000000,1.987894,2
30,-1,8,10,1000000,-0.0037593842,2
30,-1,8,100,1000000,5.8174133e-05,2
30,-1,8,1,100,-0.0048553944,3
30,-1,8,10,100,-0.12677765,3
30,-1,8,100,100,7.1525574e-07,3
30,-1,8,1,278,0.44291162,3
30,-1,8,10,278,-0.0068063736,3
30,-1,8,100,278,-0.004275799,3
30,-1,8,1,774,0.6319747,3
30,-1,8,10,774,-0.0004878044,3
30,-1,8,100,774,-0.00019359589,3
30,-1,8,1,2154,1.0710015,3
30,-1,8,10,2154,0.000893116,3
30,-1,8,100,2154,-0.0011548996,3
30,-1,8,1,5994,1.0971341,3
30,-1,8,10,5994,-0.081339836,3
30,-1,8,100,5994,-0.06615734,3
30,-1,8,1,16681,1.4878817,3
30,-1,8,10,16681,0.029937744,3
30,-1,8,100,16681,-5.6266785e-05,3
30,-1,8,1,46415,1.2991505,3
30,-1,8,10,46415,0.00884819,3
30,-1,8,100,46415,-1.7166138e-05,3
30,-1,8,1,129154,1.5547514,3
30,-1,8,10,129154,0.006341934,3
30,-1,8,100,129154,-0.0001411438,3
30,-1,8,1,359381,1.7406397,3
30,-1,8,10,359381,0.047574043,3
30,-1,8,100,359381,0.00019836426,3
30,-1,8,1,1000000,1.6664762,3
30,-1,8,10,1000000,0.00329113,3
30,-1,8,100,1000000,-0.00015163422,3
30,-1,8,1,100,-0.096809864,4
30,-1,8,10,100,-0.005712509,4
30,-1,8,100,100,9.536743e-07,4
30,-1,8,1,278,-0.1601572,4
30,-1,8,10,278,-0.06057453,4
30,-1,8,100,278,-0.0079751015,4
30,-1,8,1,774,0.04168129,4
30,-1,8,10,774,-0.0034742355,4
30,-1,8,100,774,-0.0001912117,4
30,-1,8,1,2154,0.14783621,4
30,-1,8,10,2154,-0.00043201447,4
30,-1,8,100,2154,-0.00024318695,4
30,-1,8,1,5994,-0.012482643,4
30,-1,8,10,5994,0.0018672943,4
30,-1,8,100,5994,0.00075912476,4
30,-1,8,1,16681,0.10270405,4
30,-1,8,10,16681,0.0009317398,4
30,-1,8,100,16681,3.33786e-05,4
30,-1,8,1,46415,0.41279125,4
30,-1,8,10,46415,0.0015745163,4
30,-1,8,100,46415,3.8146973e-06,4
30,-1,8,1,129154,0.49860287,4
30,-1,8,10,129154,0.0009994507,4
30,-1,8,100,129154,3.8146973e-06,4
30,-1,8,1,359381,0.54112434,4
30,-1,8,10,359381,0.0035600662,4
30,-1,8,100,359381,-5.1498413e-05,4
30,-1,8,1,1000000,0.37125778,4
30,-1,8,10,1000000,0.04955578,4
30,-1,8,100,1000000,9.536743e-07,4
30,-1,8,1,100,-0.11168623,5
30,-1,8,10,100,-0.035529137,5
30,-1,8,100,100,1.9073486e-06,5
30,-1,8,1,278,-0.20090818,5
30,-1,8,10,278,-0.073672295,5
30,-1,8,100,278,4.7683716e-07,5
30,-1,8,1,774,-0.06862545,5
30,-1,8,10,774,-0.00442791,5
30,-1,8,100,774,-0.0006313324,5
30,-1,8,1,2154,-0.057187557,5
30,-1,8,10,2154,-0.00019598007,5
30,-1,8,100,2154,-0.00010681152,5
30,-1,8,1,5994,0.019802094,5
30,-1,8,10,5994,-0.000995636,5
30,-1,8,100,5994,0.010804176,5
30,-1,8,1,16681,-0.008990288,5
30,-1,8,10,16681,0.00014019012,5
30,-1,8,100,16681,-9.059906e-05,5
30,-1,8,1,46415,0.05394268,5
30,-1,8,10,46415,0.0002155304,5
30,-1,8,100,46415,-1.335144e-05,5
30,-1,8,1,129154,0.06533718,5
30,-1,8,10,129154,0.00019550323,5
30,-1,8,100,129154,-9.536743e-07,5
30,-1,8,1,359381,-0.00052928925,5
30,-1,8,10,359381,0.0002784729,5
30,-1,8,100,359381,1.9073486e-06,5
30,-1,8,1,1000000,0.06408596,5
30,-1,8,10,1000000,0.0005493164,5
30,-1,8,100,1000000,-1.9073486e-06,5
30,-1,8,1,100,-0.18637753,6
30,-1,8,10,100,-0.017481327,6
30,-1,8,100,100,4.7683716e-07,6
30,-1,8,1,278,-0.016869545,6
30,-1,8,10,278,-0.0032720566,6
30,-1,8,100,278,-4.7683716e-07,6
30,-1,8,1,774,-0.045494556,6
30,-1,8,10,774,-0.0010137558,6
30,-1,8,100,774,-0.00022029877,6
30,-1,8,1,2154,0.099663734,6
30,-1,8,10,2154,0.005262375,6
30,-1,8,100,2154,0.028541565,6
30,-1,8,1,5994,0.031479836,6
30,-1,8,10,5994,-0.00013923645,6
30,-1,8,100,5994,-9.918213e-05,6
30,-1,8,1,16681,0.012418747,6
30,-1,8,10,16681,-0.000118255615,6
30,-1,8,100,16681,-5.722046e-06,6
30,-1,8,1,46415,0.05750084,6
30,-1,8,10,46415,8.773804e-05,6
30,-1,8,100,46415,-1.1444092e-05,6
30,-1,8,1,129154,0.021138191,6
30,-1,8,10,129154,6.771088e-05,6
30,-1,8,100,129154,-1.9073486e-06,6
30,-1,8,1,359381,-0.088537216,6
30,-1,8,10,359381,8.106232e-05,6
30,-1,8,100,359381,-5.722046e-06,6
30,-1,8,1,1000000,-0.09379673,6
30,-1,8,10,1000000,8.773804e-05,6
30,-1,8,100,1000000,-3.8146973e-06,6
30,-1,8,1,100,-0.22347498,7
30,-1,8,10,100,-1.9073486e-06,7
30,-1,8,100,100,-1.9073486e-06,7
30,-1,8,1,278,-0.02938509,7
30,-1,8,10,278,0.00077199936,7
30,-1,8,100,278,0.0007715225,7
30,-1,8,1,774,0.012023926,7
30,-1,8,10,774,0.0022597313,7
30,-1,8,100,774,-1.4305115e-06,7
30,-1,8,1,2154,0.011620522,7
30,-1,8,10,2154,0.0022506714,7
30,-1,8,100,2154,-0.00025844574,7
30,-1,8,1,5994,0.008911133,7
30,-1,8,10,5994,1.1444092e-05,7
30,-1,8,100,5994,7.534027e-05,7
30,-1,8,1,16681,0.011031151,7
30,-1,8,10,16681,-1.2397766e-05,7
30,-1,8,100,16681,4.5776367e-05,7
30,-1,8,1,46415,-0.042646408,7
30,-1,8,10,46415,2.0980835e-05,7
30,-1,8,100,46415,4.7683716e-06,7
30,-1,8,1,129154,-0.005367279,7
30,-1,8,10,129154,-0.00011062622,7
30,-1,8,100,129154,6.67572e-06,7
30,-1,8,1,359381,-0.04229641,7
30,-1,8,10,359381,-4.4822693e-05,7
30,-1,8,100,359381,1.9073486e-05,7
30,-1,8,1,1000000,-0.041018486,7
30,-1,8,10,1000000,-4.1007996e-05,7
30,-1,8,100,1000000,6.67572e-06,7
30,-1,8,1,100,-0.17981243,8
30,-1,8,10,100,-0.014580727,8
30,-1,8,100,100,-0.014580727,8
30,-1,8,1,278,-0.036497593,8
30,-1,8,10,278,-0.00081443787,8
30,-1,8,100,278,-0.00081443787,8
30,-1,8,1,774,0.050964355,8
30,-1,8,10,774,-9.346008e-05,8
30,-1,8,100,774,-0.00016212463,8
